date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-04-20,NC,6764,72720,,373,,,,,,,A,2020-04-20 10:35:00,58d114ce4d45ff6296f9f783de4da65622f9ea2a,2020-04-20T10:35:00Z,179,,79484,79484,79484,37,7,0,441,271,712,37,US-NC,2020-07-25 00:05:13,US
2020-04-20,ND,627,14120,,17,53,,,,,189,B,2020-04-20 13:00:00,710f037db6472500018cbe272a088e64813cdde6,2020-04-20T13:00:00Z,13,53,14747,14747,14747,38,3,2,1075,42,1117,38,US-ND,2020-07-25 00:05:13,US
2020-04-20,NE,1474,14206,,,,,,,,,A,2020-04-19 19:45:00,240116c21ac9b669e9de0546c63b761a4a51e0f7,2020-04-19T19:45:00Z,28,,15680,15680,15680,31,0,0,918,187,1105,31,US-NE,2020-07-25 00:05:13,US
2020-04-20,NH,1392,12726,298,79,198,,,,,521,B,2020-04-19 09:00:00,04a6767ff961845c3696b5ca0153c2deacd7fb9b,2020-04-19T09:00:00Z,41,198,14416,14118,14118,33,3,6,644,50,694,33,US-NH,2020-07-25 00:05:13,US
2020-04-20,NJ,88806,89251,,6986,,2018,,1594,,,A,2020-04-20 13:00:00,c52332e473fd4306ecbca94d98a170c744fa2c5b,2020-04-20T13:00:00Z,4377,,178057,178057,178057,34,175,0,3864,3505,7369,34,US-NJ,2020-07-25 00:05:13,US
2020-04-20,NM,1845,35197,,103,274,,,,,487,A,2020-04-19 18:46:00,4c5d5d337b540015365710154c67c2dcab8e2e6e,2020-04-19T18:46:00Z,55,274,37042,37042,37042,35,2,16,363,47,410,35,US-NM,2020-07-25 00:05:13,US
2020-04-20,NV,3830,28517,,,,,,,,,A,2020-04-20 10:00:00,72dd4e842d50d9a2c9b111e39477a62e085eca20,2020-04-20T10:00:00Z,180,,32347,32347,32347,32,8,0,647,102,749,32,US-NV,2020-07-25 00:05:13,US
2020-04-20,NY,247512,386349,,16103,65969,4814,,,,39085,A,2020-04-20 00:00:00,09906f8d9b01dfe2267bd72e9cad74aded1b56dc,2020-04-20T00:00:00Z,14347,65969,633861,633861,633861,36,478,1419,11580,4726,16306,36,US-NY,2020-07-25 00:05:13,US
2020-04-20,OH,12919,77920,,,2653,,798,,,,B,2020-04-20 14:00:00,b473f7533e74b30fb5ae25c9545df44681748dec,2020-04-20T14:00:00Z,509,2653,90839,90839,90839,39,38,88,2223,1317,3540,39,US-OH,2020-07-25 00:05:13,US
2020-04-20,OK,2680,32966,,307,541,136,,,,1614,B,2020-04-20 00:00:00,2173fb9ca05468fea811f012ce32460c84b5842a,2020-04-20T00:00:00Z,143,541,35646,35646,35646,40,3,0,0,81,81,40,US-OK,2020-07-25 00:05:13,US
2020-04-20,OR,1956,38089,,303,465,74,,35,,,A,2020-04-20 11:00:00,5b5b8a02a94d67bd684fb47b3ae69854522dfc4c,2020-04-20T11:00:00Z,75,465,40045,40045,40045,41,1,9,961,46,1007,41,US-OR,2020-07-25 00:05:13,US
2020-04-20,PA,33232,129720,,2701,,,,659,,,A,2020-04-20 12:00:00,c3bfac8506c3ae4e38ea2b3280fab3d9361343dd,2020-04-20T12:00:00Z,1204,,162952,162952,162952,42,92,0,3150,948,4098,95,US-UM,2020-07-25 00:05:13,US
2020-04-20,PA,33232,129720,,2701,,,,659,,,A,2020-04-20 12:00:00,c3bfac8506c3ae4e38ea2b3280fab3d9361343dd,2020-04-20T12:00:00Z,1204,,162952,162952,162952,42,92,0,3150,948,4098,42,US-PA,2020-07-25 00:05:13,US
2020-04-20,PR,1252,8486,1895,151,,,,,,,A,2020-04-20 06:30:00,1637648f43680fb89e53c714e4340c6d19f8caf2,2020-04-20T06:30:00Z,63,,11633,9738,9738,72,1,0,206,39,245,72,US-PR,2020-07-25 00:05:13,US
2020-04-20,RI,5585,30883,,297,629,62,,45,,267,B,2020-04-20 03:00:00,439cec7c66f901ae9bc429ead57c581629d7771f,2020-04-20T03:00:00Z,175,629,36468,36468,36468,44,11,24,1594,378,1972,44,US-RI,2020-07-25 00:05:13,US
2020-04-20,SC,4377,36103,,,776,,,,,2063,B,2020-04-19 15:30:00,98aa586e63d1254c0d922055480315b607eb8cf1,2020-04-19T15:30:00Z,120,776,40480,40480,40480,45,0,0,0,0,0,45,US-SC,2020-07-25 00:05:13,US
2020-04-20,SD,1685,10641,0,,87,,,,,709,A,2020-04-19 18:00:00,9fd24c7743dd79a3654a9a508aa27da5efc81f07,2020-04-19T18:00:00Z,7,87,12326,12326,12326,46,0,13,214,50,264,46,US-SD,2020-07-25 00:05:13,US
2020-04-20,TN,7238,93451,,505,730,,,,,3575,A,2020-04-20 15:00:00,4edce9eed3bf2001e647ecb01cad6a2d6eb0aa52,2020-04-20T15:00:00Z,152,730,100689,100689,100689,47,4,6,3423,168,3591,47,US-TN,2020-07-25 00:05:13,US
2020-04-20,TX,19458,170936,,1411,,,,,,5706,A,2020-04-20 12:45:00,c6df3ea456dec0a872e7bf65c90356a171196d3d,2020-04-20T12:45:00Z,495,,190394,190394,190394,48,18,0,7149,535,7684,48,US-TX,2020-07-25 00:05:13,US
2020-04-20,UT,3213,65098,,,268,,,,,776,A,2020-04-20 15:00:00,93aff9ae7fe7b5880a805a8bdf3bc209a19bf43b,2020-04-20T15:00:00Z,28,268,68311,68311,68311,49,1,9,4612,144,4756,49,US-UT,2020-07-25 00:05:13,US
2020-04-20,VA,8990,47745,468,1296,1500,396,,237,,1324,A,2020-04-20 00:00:00,c2ec6ae8c67ec28f6467adb4a722d3dfe5dabe62,2020-04-20T00:00:00Z,300,1500,57203,56735,56735,51,23,78,1549,453,2002,51,US-VA,2020-07-25 00:05:13,US
2020-04-20,VI,53,554,18,,,,,,,48,,2020-04-19 20:30:00,a8ddf4b00e810c46ff137fc557a5587bf5df534c,2020-04-19T20:30:00Z,3,,625,607,607,78,0,0,6,0,6,78,US-VI,2020-07-25 00:05:13,US
2020-04-20,VT,820,11671,,49,,,,,,15,A,2020-04-20 00:00:00,f466eba36bb131ab231bcf2b5bc4cf1ec67a690d,2020-04-20T00:00:00Z,38,,12491,12491,12491,50,0,0,221,3,224,50,US-VT,2020-07-25 00:05:13,US
2020-04-20,WA,13890,147889,,403,,122,,,,,C,2020-04-20 00:00:00,f16ecd9ff3f4e21a8e135f229bf19f7b34741ab6,2020-04-20T00:00:00Z,629,,161779,161779,161779,53,14,0,4081,307,4388,53,US-WA,2020-07-25 00:05:13,US
2020-04-20,WI,5353,46603,237,406,1211,168,307,,,,A,2020-04-20 16:00:00,9e0fdfc466e4ce567b27ebc64175d378f873c961,2020-04-20T16:00:00Z,230,1211,52193,51956,51956,55,10,21,1280,177,1457,79,US-UM,2020-07-25 00:05:13,US
2020-04-20,WI,5353,46603,237,406,1211,168,307,,,,A,2020-04-20 16:00:00,9e0fdfc466e4ce567b27ebc64175d378f873c961,2020-04-20T16:00:00Z,230,1211,52193,51956,51956,55,10,21,1280,177,1457,55,US-WI,2020-07-25 00:05:13,US
2020-04-20,WV,902,21253,,77,,37,,23,,290,B,2020-04-20 10:00:00,92e34c04b08c62d6c2a9e8954aef8abcf614d389,2020-04-20T10:00:00Z,24,,22155,22155,22155,54,6,0,2085,39,2124,54,US-WV,2020-07-25 00:05:13,US
2020-04-20,WY,313,7073,,19,51,,,,,233,A,2020-04-19 00:00:00,e6292cce23dc3b68497ae14ca577be01c00203f7,2020-04-19T00:00:00Z,2,51,7386,7386,7386,56,0,1,101,4,105,56,US-WY,2020-07-25 00:05:13,US
2020-04-19,AK,319,9576,,37,36,,,,,153,A,2020-04-18 17:45:00,802bf04f8a941087eecd629fbee96db161ec68db,2020-04-18T17:45:00Z,9,36,9895,9895,9895,2,0,0,235,5,240,2,US-AK,2020-07-25 00:05:13,US
2020-04-19,AL,4837,40875,,360,641,,260,,157,,B,2020-04-19 00:00:00,a6a979ad44e77e002fce1906a87ee636e329d9aa,2020-04-19T00:00:00Z,154,641,45712,45712,45712,1,8,21,2992,182,3174,1,US-AL,2020-07-25 00:05:13,US
2020-04-19,AR,1781,22428,,88,291,,,25,57,721,A,2020-04-19 18:47:00,5ef23f7db012880252120ac5ed6e8c45ff597c18,2020-04-19T18:47:00Z,40,291,24209,24209,24209,5,2,0,26,42,68,5,US-AR,2020-07-25 00:05:13,US
2020-04-19,AS,0,3,17,,,,,,,,,2020-04-06 00:00:00,43cbf570e17d2d44e094b4283179b8790cf4ddd3,2020-04-06T00:00:00Z,,,20,3,3,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-04-19,AZ,4929,48061,,631,1387,283,,187,,994,B,2020-04-19 00:00:00,77c0a4107bc49c37054d381968d7d90cc25f6db1,2020-04-19T00:00:00Z,184,1387,52990,52990,52990,4,7,46,1735,210,1945,4,US-AZ,2020-07-25 00:05:13,US
2020-04-19,CA,30333,250567,7200,4731,,1457,,,,,B,2020-04-18 00:00:00,aefe53022ee601d5c7bc8e96c131f786ac1989af,2020-04-18T00:00:00Z,1166,,288100,280900,280900,6,94,0,19864,1370,21234,6,US-CA,2020-07-25 00:05:13,US
2020-04-19,CO,9433,35173,,874,1797,,,,,,A,2020-04-17 00:00:00,8670bd61546ebf141ff84abb4827e0d1e0a43220,2020-04-17T00:00:00Z,411,1797,44606,44606,44606,8,20,42,913,386,1299,8,US-CO,2020-07-25 00:05:13,US
2020-04-19,CT,17550,40663,,1938,,,,,,,A,2020-04-19 17:00:00,149f077f334ad5d8792ac87a3e68555ccb52cf69,2020-04-19T17:00:00Z,1086,,58213,58213,58213,9,50,0,2010,741,2751,9,US-CT,2020-07-25 00:05:13,US
2020-04-19,DC,2793,10906,,313,,105,,79,,622,A,2020-04-18 00:00:00,b310aee008b6f650fd9af8831aa6f7aaec1cd686,2020-04-18T00:00:00Z,96,,13699,13699,13699,11,5,0,304,127,431,11,US-DC,2020-07-25 00:05:13,US
2020-04-19,DE,2538,12256,,249,,,,,,466,A,2020-04-18 17:00:00,fa6bbf7648e354f0a1b59a8f70511042b4770e16,2020-04-18T17:00:00Z,90,,14794,14794,14794,10,4,0,562,215,777,10,US-DE,2020-07-25 00:05:13,US
2020-04-19,FL,25996,230083,1179,,3930,,,,,,A,2020-04-19 16:12:00,5c511563a082554bc2abc1a6f930abcd3792c759,2020-04-19T16:12:00Z,781,3930,257258,256079,256079,12,27,88,8825,727,9552,12,US-FL,2020-07-25 00:05:13,US
2020-04-19,GA,18301,61632,,,3464,,,,,,A,2020-04-19 21:34:00,f30a101adb9c25eb0f0f6652ef35fe09816cb419,2020-04-19T21:34:00Z,687,3464,79933,79933,79933,13,14,44,5093,632,5725,13,US-GA,2020-07-25 00:05:13,US
2020-04-19,GU,133,943,,6,,2,,,,112,,2020-04-19 05:00:00,d3fb3432eeaaa222510859e4c020479ce3eed25e,2020-04-19T05:00:00Z,5,,1076,1076,1076,66,0,0,0,0,0,66,US-GU,2020-07-25 00:05:13,US
2020-04-19,HI,574,22896,,,51,,,,,410,A,2020-04-19 18:00:00,c265f4406f9590f49e354b637d49a92b06bf4359,2020-04-19T18:00:00Z,9,51,23470,23470,23470,15,0,3,1106,21,1127,84,US-UM,2020-07-25 00:05:13,US
2020-04-19,HI,574,22896,,,51,,,,,410,A,2020-04-19 18:00:00,c265f4406f9590f49e354b637d49a92b06bf4359,2020-04-19T18:00:00Z,9,51,23470,23470,23470,15,0,3,1106,21,1127,15,US-HI,2020-07-25 00:05:13,US
2020-04-19,IA,2902,21648,,198,,86,,54,,1171,A,2020-04-18 12:00:00,a03b78cfe3e0c33876ca712c76d6e3bb97948f85,2020-04-18T12:00:00Z,75,,24550,24550,24550,19,1,0,1214,389,1603,19,US-IA,2020-07-25 00:05:13,US
2020-04-19,ID,1668,15773,,43,151,,53,,,520,A,2020-04-19 19:00:00,2896c0ef4d1140bc5a5b00717eb75b7f254a778f,2020-04-19T19:00:00Z,44,151,17441,17441,17441,16,1,0,481,13,494,16,US-ID,2020-07-25 00:05:13,US
2020-04-19,IL,30357,112961,,4314,,1196,,749,,,A,2020-04-19 00:00:00,2191c6e7872c66ccaf6664488ce18f19014ceabb,2020-04-19T00:00:00Z,1290,,143318,143318,143318,17,31,0,4717,1197,5914,17,US-IL,2020-07-25 00:05:13,US
2020-04-19,IN,11210,49932,,,,649,,342,,,B,2020-04-18 23:59:00,5e80acacff9a7c410ba7e907d7c29682bac84c56,2020-04-18T23:59:00Z,562,,61142,61142,61142,18,17,0,3700,569,4269,18,US-IN,2020-07-25 00:05:13,US
2020-04-19,KS,1849,16281,,,390,,,,,,B,2020-04-19 12:00:00,64ed3ff7f5a906a8757eddf666710510a07fa498,2020-04-19T12:00:00Z,92,390,18130,18130,18130,20,6,7,395,59,454,20,US-KS,2020-07-25 00:05:13,US
2020-04-19,KY,2707,29518,,274,1059,155,534,,,1174,A,2020-04-19 17:00:00,f7254b02dbb25549009739f1427545bfecf97ad8,2020-04-19T17:00:00Z,144,1059,32225,32225,32225,21,7,51,1444,185,1629,21,US-KY,2020-07-25 00:05:13,US
2020-04-19,LA,23928,111420,,1748,,,,349,,,A,2020-04-19 13:00:00,179bf704f1f7ac3372514f6906fffd62df8dc893,2020-04-19T13:00:00Z,1296,,135348,135348,135348,22,29,0,-2999,348,-2651,22,US-LA,2020-07-25 00:05:13,US
2020-04-19,MA,39820,129295,,3789,3789,987,,,,,B,2020-04-19 16:00:00,62dc49176e32e0c23621647de55249cc0de8f0c4,2020-04-19T16:00:00Z,2146,3789,169115,169115,169115,25,163,61,4691,2293,6984,25,US-MA,2020-07-25 00:05:13,US
2020-04-19,MD,12830,55061,,,2886,,,,,914,A,2020-04-19 10:00:00,2c7b320a15bbc85001938de78f83c008dff06c9e,2020-04-19T10:00:00Z,626,2886,67891,67891,67891,24,44,129,1999,522,2521,24,US-MD,2020-07-25 00:05:13,US
2020-04-19,ME,867,14076,,46,136,18,,9,,393,A,2020-04-19 11:15:00,e6d2c0c6fbd61c462111127c82e878c43ef3c127,2020-04-19T11:15:00Z,34,136,14943,14943,14943,23,2,0,0,20,20,23,US-ME,2020-07-25 00:05:13,US
2020-04-19,MI,37557,89758,,3403,,1344,,1115,,3237,B,2020-04-19 11:00:00,f700007e25ec7ea300809eb76180ce3324047a59,2020-04-19T11:00:00Z,3236,,127315,127315,127315,26,129,0,2644,528,3172,71,US-UM,2020-07-25 00:05:13,US
2020-04-19,MI,37557,89758,,3403,,1344,,1115,,3237,B,2020-04-19 11:00:00,f700007e25ec7ea300809eb76180ce3324047a59,2020-04-19T11:00:00Z,3236,,127315,127315,127315,26,129,0,2644,528,3172,26,US-MI,2020-07-25 00:05:13,US
2020-04-19,MN,2914,46288,,228,574,116,226,,,1026,A,2020-04-19 12:00:00,95772834be3b62555eadf8709e18e06502700dd8,2020-04-19T12:00:00Z,134,574,49202,49202,49202,27,13,13,1106,126,1232,27,US-MN,2020-07-25 00:05:13,US
2020-04-19,MO,5667,48242,,875,,,,,,,A,2020-04-19 15:00:00,7319519462f35658e45d600305b498420fcf2444,2020-04-19T15:00:00Z,176,,53909,53909,53909,29,1,0,0,150,150,29,US-MO,2020-07-25 00:05:13,US
2020-04-19,MP,14,42,4,,,,,,,9,,2020-04-19 00:00:00,17501681c22584dc91f46307183a8b8e7af629c1,2020-04-19T00:00:00Z,2,,60,56,56,69,0,0,0,0,0,69,US-MP,2020-07-25 00:05:13,US
2020-04-19,MS,4274,34791,,,808,138,,79,,,A,2020-04-18 19:00:00,ca46c69d9ca2c91194670881dbad859c29cb99a6,2020-04-18T19:00:00Z,159,808,39065,39065,39065,28,7,26,0,300,300,28,US-MS,2020-07-25 00:05:13,US
2020-04-19,MT,433,10465,,18,55,,,,,243,A,2020-04-19 11:40:00,2b2c88871421b70ad97b02c5be6605429234c42f,2020-04-19T11:40:00Z,10,55,10898,10898,10898,30,0,0,322,7,329,30,US-MT,2020-07-25 00:05:13,US
2020-04-19,NC,6493,72279,,465,,,,,,,A,2020-04-19 11:00:00,9b33c2ca1b33f6be88c6ec173e86af66f40360b8,2020-04-19T11:00:00Z,172,,78772,78772,78772,37,8,0,2208,353,2561,37,US-NC,2020-07-25 00:05:13,US
2020-04-19,ND,585,13045,,15,51,,,,,189,B,2020-04-19 13:00:00,d98220bcd8fb8307e87e47e26eaee4bfde0861a1,2020-04-19T13:00:00Z,10,51,13630,13630,13630,38,1,4,610,57,667,38,US-ND,2020-07-25 00:05:13,US
2020-04-19,NE,1287,13288,,,,,,,,,A,2020-04-19 19:45:00,e2ea940d156efd76a7f51de00a60955486434f2d,2020-04-19T19:45:00Z,28,,14575,14575,14575,31,4,0,749,149,898,31,US-NE,2020-07-25 00:05:13,US
2020-04-19,NH,1342,12082,316,85,192,,,,,513,B,2020-04-19 09:00:00,072bf79d1d8fb9167c593f80b6ecc60cdb4d1a7f,2020-04-19T09:00:00Z,38,192,13740,13424,13424,33,1,2,517,55,572,33,US-NH,2020-07-25 00:05:13,US
2020-04-19,NJ,85301,85387,,7494,,1940,,1628,,,A,2020-04-19 13:00:00,4155e312762f7d1170a681b0112b6855f2ce2462,2020-04-19T13:00:00Z,4202,,170688,170688,170688,34,132,0,4271,3881,8152,34,US-NJ,2020-07-25 00:05:13,US
2020-04-19,NM,1798,34834,,92,258,,,,,465,A,2020-04-19 19:46:00,2c3f403570093b04ca63f9252ef6d7a4f43529c1,2020-04-19T19:46:00Z,53,258,36632,36632,36632,35,2,16,932,87,1019,35,US-NM,2020-07-25 00:05:13,US
2020-04-19,NV,3728,27870,,,,,,,,,A,2020-04-19 11:00:00,f17704466e121abe07b78da3001aaf14e3177495,2020-04-19T11:00:00Z,172,,31598,31598,31598,32,4,0,745,102,847,32,US-NV,2020-07-25 00:05:13,US
2020-04-19,NY,242786,374769,,16213,64550,4878,,,,37596,A,2020-04-19 00:00:00,ab75b9a788396c365e250b0f68e5c73ea608d73b,2020-04-19T00:00:00Z,13869,64550,617555,617555,617555,36,507,1447,14969,6054,21023,36,US-NY,2020-07-25 00:05:13,US
2020-04-19,OH,11602,75697,,,2565,,765,,,,B,2020-04-19 14:00:00,0f0add1c2be2f58ea0a910af36c8fc90e8a7d157,2020-04-19T14:00:00Z,471,2565,87299,87299,87299,39,20,46,6878,1380,8258,39,US-OH,2020-07-25 00:05:13,US
2020-04-19,OK,2599,32966,,307,541,136,,,,1575,B,2020-04-19 00:00:00,101265b154189837e147c65e9499f0ad57ffdef3,2020-04-19T00:00:00Z,140,541,35565,35565,35565,40,1,0,0,29,29,40,US-OK,2020-07-25 00:05:13,US
2020-04-19,OR,1910,37128,,290,456,74,,37,,,A,2020-04-19 11:00:00,9802e1675c5fe994258d1779a89b2ffe988fa5b6,2020-04-19T11:00:00Z,74,456,39038,39038,39038,41,2,7,1389,66,1455,41,US-OR,2020-07-25 00:05:13,US
2020-04-19,PA,32284,126570,,2634,,,,657,,,A,2020-04-19 13:00:00,d295375e3b1ecd8ca7e992c0247ec2c9c6b16955,2020-04-19T13:00:00Z,1112,,158854,158854,158854,42,276,0,3674,1215,4889,95,US-UM,2020-07-25 00:05:13,US
2020-04-19,PA,32284,126570,,2634,,,,657,,,A,2020-04-19 13:00:00,d295375e3b1ecd8ca7e992c0247ec2c9c6b16955,2020-04-19T13:00:00Z,1112,,158854,158854,158854,42,276,0,3674,1215,4889,42,US-PA,2020-07-25 00:05:13,US
2020-04-19,PR,1213,8280,1839,160,,,,,,,A,2020-04-19 07:00:00,3bdfc187237d07a24abc2d8fe1051590fc3ad919,2020-04-19T07:00:00Z,62,,11332,9493,9493,72,2,0,225,95,320,72,US-PR,2020-07-25 00:05:13,US
2020-04-19,RI,5207,29289,,298,605,66,,37,,244,B,2020-04-19 03:00:00,20834b1c83c61dbe083bb5ea0c4c908c78c9b603,2020-04-19T03:00:00Z,164,605,34496,34496,34496,44,14,27,1762,339,2101,44,US-RI,2020-07-25 00:05:13,US
2020-04-19,SC,4377,36103,,,776,,,,,2633,B,2020-04-19 15:30:00,913d808e310bf46f8b4694867870e52f6ae35ce7,2020-04-19T15:30:00Z,120,776,40480,40480,40480,45,1,0,1516,131,1647,45,US-SC,2020-07-25 00:05:13,US
2020-04-19,SD,1635,10427,0,,74,,,,,646,A,2020-04-19 12:30:00,eb171e68cbbc5271911d1d94f9b653cea4aa1a3e,2020-04-19T12:30:00Z,7,74,12062,12062,12062,46,0,6,309,93,402,46,US-SD,2020-07-25 00:05:13,US
2020-04-19,TN,7070,90028,,393,724,,,,,3344,A,2020-04-19 15:00:00,1aad525029f77e8f55429d0aacc2d9785824a04d,2020-04-19T15:00:00Z,148,724,97098,97098,97098,47,3,5,6204,308,6512,47,US-TN,2020-07-25 00:05:13,US
2020-04-19,TX,18923,163787,,1471,,,,,,5334,A,2020-04-19 13:00:00,98f0c0dff7024b7660b0591b58a253cb4f47bc3b,2020-04-19T13:00:00Z,477,,182710,182710,182710,48,24,0,5808,663,6471,48,US-TX,2020-07-25 00:05:13,US
2020-04-19,UT,3069,60486,,,259,,,,,679,A,2020-04-19 15:00:00,1c3c8c3808c2d136ee572b9fbc2f2794f4d34dd1,2020-04-19T15:00:00Z,27,259,63555,63555,63555,49,2,8,3473,138,3611,49,US-UT,2020-07-25 00:05:13,US
2020-04-19,VA,8537,46196,499,1319,1422,388,,231,,1267,A,2020-04-19 00:00:00,1c6a60bb04945a9b88160816da51d3d981f33c29,2020-04-19T00:00:00Z,277,1422,55232,54733,54733,51,19,126,2318,484,2802,51,US-VA,2020-07-25 00:05:13,US
2020-04-19,VI,53,548,22,,,,,,,48,,2020-04-19 20:30:00,758b3f14dc15c952f09cb0b546fd8c6050c1e6db,2020-04-19T20:30:00Z,3,,623,601,601,78,0,0,158,0,158,78,US-VI,2020-07-25 00:05:13,US
2020-04-19,VT,817,11450,,53,,,,,,15,A,2020-04-19 00:00:00,3a27aa597bfb135b665fe02100660f8d01589298,2020-04-19T00:00:00Z,38,,12267,12267,12267,50,0,0,238,4,242,50,US-VT,2020-07-25 00:05:13,US
2020-04-19,WA,13583,143808,,586,,193,,,,,C,2020-04-19 00:00:00,71686b09f285dd9e75ff4ed37ba0cab18690c09c,2020-04-19T00:00:00Z,615,,157391,157391,157391,53,17,0,1501,176,1677,53,US-WA,2020-07-25 00:05:13,US
2020-04-19,WI,5176,45323,248,397,1190,162,307,,,,A,2020-04-19 12:57:00,944c17b1443426177964db78fc96cfff2dab55e1,2020-04-19T12:57:00Z,220,1190,50747,50499,50499,55,9,14,1361,163,1524,79,US-UM,2020-07-25 00:05:13,US
2020-04-19,WI,5176,45323,248,397,1190,162,307,,,,A,2020-04-19 12:57:00,944c17b1443426177964db78fc96cfff2dab55e1,2020-04-19T12:57:00Z,220,1190,50747,50499,50499,55,9,14,1361,163,1524,55,US-WI,2020-07-25 00:05:13,US
2020-04-19,WV,863,19168,,72,,37,,25,,265,B,2020-04-19 17:00:00,624fd16270cc87ded80f2b24d3573acc8e3c876a,2020-04-19T17:00:00Z,18,,20031,20031,20031,54,2,0,513,78,591,54,US-WV,2020-07-25 00:05:13,US
2020-04-19,WY,309,6972,,19,50,,,,,227,A,2020-04-19 00:00:00,daff15a1cb5b0edc8a706f1cba9336edab426dc7,2020-04-19T00:00:00Z,2,50,7281,7281,7281,56,0,0,755,4,759,56,US-WY,2020-07-25 00:05:13,US
2020-04-18,AK,314,9341,,39,36,,,,,147,A,2020-04-18 14:15:00,fe7c107e4c08830b3a13ea3a306979da00f1f929,2020-04-18T14:15:00Z,9,36,9655,9655,9655,2,0,0,200,5,205,2,US-AK,2020-07-25 00:05:13,US
2020-04-18,AL,4655,37883,,359,620,,247,,148,,B,2020-04-18 00:00:00,a0587548515a4952ecccbfec976bdfa69183d328,2020-04-18T00:00:00Z,146,620,42538,42538,42538,1,2,26,4565,125,4690,1,US-AL,2020-07-25 00:05:13,US
2020-04-18,AR,1739,22402,,86,291,,,22,57,703,A,2020-04-17 19:00:00,e708b0aee26b150363850a9f17ad8d85754ca722,2020-04-17T19:00:00Z,38,291,24141,24141,24141,5,1,291,603,44,647,5,US-AR,2020-07-25 00:05:13,US
2020-04-18,AS,0,3,17,,,,,,,,,2020-04-06 00:00:00,86f34d994478e7bc0e6fd02a1cb6aa66b0864ded,2020-04-06T00:00:00Z,,,20,3,3,60,0,0,0,0,0,60,US-AS,2020-07-25 00:05:13,US
2020-04-18,AZ,4719,46326,,566,1341,285,,178,,539,B,2020-04-18 00:00:00,9c59b14c755eb7b000ccdbf4ab55ba1accb120e2,2020-04-18T00:00:00Z,177,1341,51045,51045,51045,4,8,52,1603,212,1815,4,US-AZ,2020-07-25 00:05:13,US
2020-04-18,CA,28963,230703,7200,4936,,1490,,,,,B,2020-04-17 00:00:00,388f377fc05c1dc26258519dae74101bcf082752,2020-04-17T00:00:00Z,1072,,266866,259666,259666,6,87,0,6617,1435,8052,6,US-CA,2020-07-25 00:05:13,US
2020-04-18,CO,9047,34260,,843,1755,,,,,,A,2020-04-16 00:00:00,cb17302ac94df01f51213a16aee87cfcb5c1631a,2020-04-16T00:00:00Z,391,1755,43307,43307,43307,8,17,62,1105,372,1477,8,US-CO,2020-07-25 00:05:13,US
2020-04-18,CT,16809,38653,,1946,,,,,,,A,2020-04-17 16:00:00,db70a43439800e4d654c8fbb2ceb660fcfcd102c,2020-04-17T16:00:00Z,1036,,55462,55462,55462,9,0,0,0,0,0,9,US-CT,2020-07-25 00:05:13,US
2020-04-18,DC,2666,10602,,313,,105,,79,,608,A,2020-04-17 00:00:00,ac77e41c8d121f21025d47ff7cab11cfe354b93a,2020-04-17T00:00:00Z,91,,13268,13268,13268,11,5,0,435,190,625,11,US-DC,2020-07-25 00:05:13,US
2020-04-18,DE,2323,11694,,224,,,,,,423,A,2020-04-17 17:00:00,411f6c172574521df712b853d668b8dceeb8cbff,2020-04-17T17:00:00Z,86,,14017,14017,14017,10,10,0,0,0,0,10,US-DE,2020-07-25 00:05:13,US
2020-04-18,FL,25269,221258,0,,3842,,,,,,A,2020-04-18 09:24:00,c54745c38985afd39b7e8165b450c8c77e9bef60,2020-04-18T09:24:00Z,754,3842,246527,246527,246527,12,55,177,10540,1150,11690,12,US-FL,2020-07-25 00:05:13,US
2020-04-18,GA,17669,56539,,,3420,,,,,,A,2020-04-18 11:28:00,06aabed7ae8545c0c1feba59be5138217eaecec2,2020-04-18T11:28:00Z,673,3420,74208,74208,74208,13,23,96,2049,475,2524,13,US-GA,2020-07-25 00:05:13,US
2020-04-18,GU,133,943,,6,,2,,,,110,,2020-04-18 06:50:00,328ae6f3e36757b9610e77d584745656022ec426,2020-04-18T06:50:00Z,5,,1076,1076,1076,66,0,0,3,0,3,66,US-GU,2020-07-25 00:05:13,US
2020-04-18,HI,553,21790,,,48,,,,,390,A,2020-04-17 18:30:00,bc243161e3adb0052aeddb5a51603d29f5fd8c12,2020-04-17T18:30:00Z,9,48,22343,22343,22343,15,0,3,474,12,486,84,US-UM,2020-07-25 00:05:13,US
2020-04-18,HI,553,21790,,,48,,,,,390,A,2020-04-17 18:30:00,bc243161e3adb0052aeddb5a51603d29f5fd8c12,2020-04-17T18:30:00Z,9,48,22343,22343,22343,15,0,3,474,12,486,15,US-HI,2020-07-25 00:05:13,US
2020-04-18,IA,2513,20434,,193,,84,,51,,1095,A,2020-04-17 12:00:00,40bfc2b4a2ea683597a013eb289d9fd5e67bc6cf,2020-04-17T12:00:00Z,74,,22947,22947,22947,19,10,0,974,181,1155,19,US-IA,2020-07-25 00:05:13,US
